SURVYEAR	NCESSCH	FIPST	LEAID	SCHNO	STID	SEASCH	LEANM	SCHNAM	PHONE	MSTREE	MCITY	MSTATE	MZIP	MZIP4	LSTREE	LCITY	LSTATE	LZIP	LZIP4	TYPE	STATUS	ULOCAL	LATCOD	LONCOD	CONUM	CONAME	CDCODE	GSLO	GSHI	CHARTR
2011	040020801970	04	0400208	01970	78873	78874	MOUNTAIN OAK CHARTER SCHOOL  INC.	MOUNTAIN OAK CHARTER SCHOOL	9285417700	124 N VIRGINIA ST	PRESCOTT	AZ	86301		124 NORTH VIRGINIA ST	PRESCOTT	AZ	86301		1	1	13	34.542191	-112.462064	04025	YAVAPAI COUNTY	0401	KG	08	1
2011	040020901973	04	0400209	01973	10970	78816	PARK VIEW SCHOOL  INC.	PARK VIEW MIDDLE SCHOOL	9287755115	8300 E DANA DR	PRESCOTT VALLEY	AZ	86314	8183	8300 EAST DANA DR	PRESCOTT VALLEY	AZ	86314	8183	1	1	23	34.600236	-112.320845	04025	YAVAPAI COUNTY	0401	06	08	1
2011	040021001974	04	0400210	01974	10967	78815	PAINTED PONY RANCH CHARTER SCHOOL	WILLOW CREEK CHARTER SCHOOL	9287761212	2100 WILLOW CREEK RD	PRESCOTT	AZ	86301		2100 WILLOW CREEK RD	PRESCOTT	AZ	86301		1	1	13	34.578998	-112.483239	04025	YAVAPAI COUNTY	0401	KG	08	1
2011	040021101975	04	0400211	01975	10965	78821	MARY ELLEN HALVORSON EDUCATIONAL FOUNDATION. DBA: TRI-CITY P	TRI-CITY COLLEGE PREP HIGH SCHOOL	9287770403	5522 SIDE ROAD	PRESCOTT	AZ	86301	3720	5522 SIDE RD	PRESCOTT	AZ	86301	3720	1	1	41	34.635725	-112.405558	04025	YAVAPAI COUNTY	0401	09	12	1
2011	040021200060	04	0400212	00060	79226	4793	BENSON UNIFIED SCHOOL DISTRICT	BENSON PRIMARY SCHOOL	5207206700	360 S PATAGONIA STREET	BENSON	AZ	85602	2030	360 SOUTH PATAGONIA ST	BENSON	AZ	85602	2030	1	1	32	31.965411	-110.300353	04003	COCHISE COUNTY	0408	PK	04	2
2011	040021200061	04	0400212	00061	79226	4799	BENSON UNIFIED SCHOOL DISTRICT	BENSON HIGH SCHOOL	5207206700	360 S. PATAGONIA	BENSON	AZ	85602	2030	360 SOUTH PATAGONIA	BENSON	AZ	85602	2030	1	1	32	31.965760	-110.300408	04003	COCHISE COUNTY	0408	09	12	2
2011	040021201120	04	0400212	01120	79226	4794	BENSON UNIFIED SCHOOL DISTRICT	BENSON MIDDLE SCHOOL	5207206700	360 S PATAGONIA STREET	BENSON	AZ	85602	2030	360 SOUTH PATAGONIA ST	BENSON	AZ	85602	2030	1	1	32	31.965810	-110.298400	04003	COCHISE COUNTY	0408	05	08	2
2011	040021202444	04	0400212	02444	79226	85879	BENSON UNIFIED SCHOOL DISTRICT	SAN PEDRO VALLEY HIGH SCHOOL	5205866725	260 S. PATAGONIA ST.	BENSON	AZ	85602		197 EAST 7TH ST	BENSON	AZ	85602		1	1	32	31.965131	-110.296875	04003	COCHISE COUNTY	0408	09	12	1
2011	040021203232	04	0400212	03232	79226	90775	BENSON UNIFIED SCHOOL DISTRICT	SAN PEDRO VALLEY ONLINE ACADEMY	5207206728	360 S. PATAGONIA ST.	BENSON	AZ	85602		197 EAST 7TH ST	BENSON	AZ	85602		1	1	32	31.965131	-110.296875	04003	COCHISE COUNTY	0408	05	12	2
2011	040021302100	04	0400213	02100	79086	79090	PAINTED DESERT DEMONSTRATION PROJECTS  INC.	STAR CHARTER SCHOOL	6024123533	145 LEUPP ROAD	FLAGSTAFF	AZ	86004		145 LEUPP RD	FLAGSTAFF	AZ	86004		1	1	41	35.231860	-111.426900	04005	COCONINO COUNTY	0401	KG	08	1
2011	040021401980	04	0400214	01980	79131	79132	SHELBY SCHOOL THE	SHELBY SCHOOL  THE	9284780322	PO BOX 1804	PAYSON	AZ	85547		249 WEST STANDAGE DR	PAYSON	AZ	85541		1	1	43	34.318601	-111.138791	04007	GILA COUNTY	0401	KG	10	1
2011	040021402453	04	0400214	02453	79131	85910	SHELBY SCHOOL THE	SHELBY SCHOOL  THE	9284784706	807 EAST 5TH STREET	MESA	AZ	85203		807 EAST 5TH ST	MESA	AZ	85203		1	6	11	33.423964	-111.813632	04013	MARICOPA COUNTY	0406	N	N	1
2011	040021601864	04	0400216	01864	79217	10823	PRECISION ACADEMY SYSTEMS  INC	PRECISION ACADEMY SYSTEM CHARTER SCHOOL	6024533661	3906 EAST BRAODWAY	PHOENIX	AZ	85040		3906 EAST BRAODWAY	PHOENIX	AZ	85040		1	1	11	33.407911	-111.996588	04013	MARICOPA COUNTY	0404	09	12	1
2011	040021702010	04	0400217	02010	79050	79126	LITTLE LAMB COMMUNITY SCHOOL	MISSION MONTESSORI ACADEMY	4808604330	12990 E. SHEA BLVD.	SCOTTSDALE	AZ	85259		12990 EAST SHEA BLVD	SCOTTSDALE	AZ	85259		1	1	12	33.583609	-111.800785	04013	MARICOPA COUNTY	0405	KG	08	1
2011	040021801913	04	0400218	01913	79215	78788	AMERICAN BASIC SCHOOLS LLC	BURKE BASIC SCHOOL	4809644602	131 E. SOUTHERN AVE.	MESA	AZ	85210		131 EAST SOUTHERN AVE	MESA	AZ	85210		1	1	11	33.393360	-111.828700	04013	MARICOPA COUNTY	0406	KG	06	1
2011	040021902011	04	0400219	02011	79047	79129	CAREER SUCCESS SCHOOLS	CAREER SUCCESS HIGH SCHOOL - MAIN CAMPUS	6022855525	3816 N 27TH AVE	PHOENIX	AZ	85017		3816 NORTH 27TH AVE	PHOENIX	AZ	85017		1	1	11	33.492646	-112.117678	04013	MARICOPA COUNTY	0404	09	12	1
2011	040021902328	04	0400219	02328	79047	80025	CAREER SUCCESS SCHOOLS	CAREER SUCCESS JR/SR HIGH SCHOOL - NORTH PHOENIX	6026878282	P.O. BOX 7010	CAVE CREEK  AZ	AZ	85327		2321 EAST BELL RD	PHOENIX	AZ	85022		1	1	11	33.640393	-112.032251	04013	MARICOPA COUNTY	0403	07	12	1
2011	040021902338	04	0400219	02338	79047	80050	CAREER SUCCESS SCHOOLS	CAREER SUCCESS SCHOOL -- SAGE CAMPUS	6022965552	3120 N 32ND ST	PHOENIX	AZ	85018		3120 NORTH 32ND ST	PHOENIX	AZ	85018		1	1	11	33.484519	-112.013307	04013	MARICOPA COUNTY	0404	KG	08	1
2011	040021902367	04	0400219	02367	79047	80430	CAREER SUCCESS SCHOOLS	CAREER SUCCESS HIGH SCHOOL - GLENDALE	6022965552	3816 N 27TH AVE	PHOENIX	AZ	85017		3816 NORTH 27TH AVE	PHOENIX	AZ	85017		1	1	11	33.492811	-112.117613	04013	MARICOPA COUNTY	0404	09	12	1
2011	040021903038	04	0400219	03038	79047	90351	CAREER SUCCESS SCHOOLS	CAREER SUCCESS JR/SR HIGH SCHOOL - WOODS CAMPUS	6022965552	16004 NORTH 36TH DRIVE	PHOENIX	AZ	85053		3160 NORTH 33RD AVE	PHOENIX	AZ	85017		1	1	11	33.484610	-112.129272	04013	MARICOPA COUNTY	0404	09	12	1
2011	040021903137	04	0400219	03137	79047	81126	CAREER SUCCESS SCHOOLS	CAREER SUCCESS HIGH SCHOOL - ROBERT L. DUFFY	6023934200	2550 EAST JEFFERSON STREET	PHOENIX	AZ	85034		2550 EAST JEFFERSON ST	PHOENIX	AZ	85034		1	1	11	33.447266	-112.026404	04013	MARICOPA COUNTY	0404	09	12	1
2011	040022101921	04	0400221	01921	79233	78851	SOUTH POINTE PUBLIC CHARTER ELEMENTARY SCHOOL	SOUTH POINTE PUBLIC CHARTER ELEMENTARY SCHOOL	6029532933	2033 E. SOUTHERN AVE	PHOENIX	AZ	85040		2033 EAST SOUTHERN AVE	PHOENIX	AZ	85040		1	1	11	33.392870	-112.038058	04013	MARICOPA COUNTY	0404	KG	06	1
2011	040022302199	04	0400223	02199	79049	79127	DAISY EDUCATION CORPORATION DBA SONORAN SCIENCE ACADEMY	SONORAN SCIENCE ACADEMY - TUCSON	5206653400	2325 W. SUNSET RD.	TUCSON	AZ	85741		2325 WEST SUNSET RD	TUCSON	AZ	85741		1	1	21	32.308354	-111.016810	04019	PIMA COUNTY	0408	KG	12	1
2011	040022501887	04	0400225	01887	79264	78809	HORIZON COMMUNITY LEARNING CENTER  INC.	HORIZON COMMUNITY LEARNING CENTER	4806593000	16233 S. 48TH ST.	PHOENIX	AZ	85048	0801	16233 SOUTH 48TH ST	PHOENIX	AZ	85048	0801	1	1	11	33.298601	-111.978154	04013	MARICOPA COUNTY	0405	KG	12	1
2011	040022702017	04	0400227	02017	78965	79178	SOUTH POINTE PUBLIC CHARTER JUNIOR HIGH SCHOOL	SOUTH POINTE JUNIOR HIGH SCHOOL	6029532933	7878 N. 16TH ST.	PHOENIX	AZ	85020		217 EAST OLYMPIC DR	PHOENIX	AZ	85041		1	1	11	33.374039	-112.072740	04013	MARICOPA COUNTY	0404	06	08	1
2011	040022901918	04	0400229	01918	79207	78843	MILESTONES CHARTER SCHOOL	MILESTONES CHARTER SCHOOL	6024041009	4707 EAST ROBERT E LEE STREET	PHOENIX	AZ	85032		4707 EAST ROBERT EAST LEE ST	PHOENIX	AZ	85032		1	1	11	33.650330	-111.978250	04013	MARICOPA COUNTY	0403	KG	08	1
2011	040023002171	04	0400230	02171	79024	79509	PATHFINDER CHARTER SCHOOL FOUNDATION	IMAGINE CORTEZ PARK ELEMENTARY	6025899840	3535 W. DUNLAP	PHOENIX	AZ	85051		3535 WEST DUNLAP	PHOENIX	AZ	85051		1	1	11	33.566132	-112.134803	04013	MARICOPA COUNTY	0403	KG	05	1
2011	040023102021	04	0400231	02021	79063	79113	JAMES MADISON PREPARATORY SCHOOL	JAMES MADISON PREPARATORY SCHOOL	4803452306	5815 S. MCCLINTOCK	TEMPE	AZ	85283	3227	5815 SOUTH MCCLINTOCK	TEMPE	AZ	85283	3227	1	1	12	33.370129	-111.910520	04013	MARICOPA COUNTY	0405	07	12	1
2011	040023202022	04	0400232	02022	79072	79104	SELF DEVELOPMENT CHARTER SCHOOL	SELF DEVELOPMENT CHARTER SCHOOL	4806412640	1709 N GREENFIELD	MESA	AZ	85205		1709 NORTH GREENFIELD	MESA	AZ	85205		1	1	11	33.446349	-111.735725	04013	MARICOPA COUNTY	0406	KG	08	1
2011	040023402024	04	0400234	02024	79052	79124	ACADEMY OF ARIZONA	ACADEMY OF ARIZONA - MAIN	6022740422	2100 W. INDIAN SCHOOL RD.	PHOENIX	AZ	85015		2100 WEST INDIAN SCHOOL RD	PHOENIX	AZ	85015		1	6	11	33.495430	-112.104374	04013	MARICOPA COUNTY	0404	KG	08	1
2011	040023403172	04	0400234	03172	79052	84309	ACADEMY OF ARIZONA	ACADEMY OF ARIZONA - NORTH	6028430681	13002 N 33RD AVENUE	PHOENIX	AZ	85029		13002 NORTH 33RD AVE	PHOENIX	AZ	85029		1	6	11	33.603953	-112.128899	04013	MARICOPA COUNTY	0403	KG	08	1
2011	040023501861	04	0400235	01861	79214	10339	EXCALIBUR CHARTER SCHOOLS  INC.	EXCALIBUR CHARTER SCHOOL	4803739575	1045 SOUTH SAN MARCOS	APACHE JUNCTION	AZ	85120		1045 SOUTH SAN MARCOS	APACHE JUNCTION	AZ	85120		1	1	21	33.405129	-111.554698	04021	PINAL COUNTY	0406	09	12	1
2011	040023503157	04	0400235	03157	79214	81173	EXCALIBUR CHARTER SCHOOLS  INC.	AVALON ELEMENTARY	4806714584	1045 SOUTH SAN MARCOS	APACHE JUNCTION	AZ	85120		1045 SOUTH SAN MARCOS	APACHE JUNCTION	AZ	85120		1	1	21	33.405071	-111.554107	04021	PINAL COUNTY	0406	KG	08	1
2011	040023601919	04	0400236	01919	78845	78846	MISSION CHARTER SCHOOL  INC.	MISSION SCHOOLS	6029434986	1118 W. GLENDALE AVE	PHOENIX	AZ	85021		1118 WEST GLENDALE AVE	PHOENIX	AZ	85021		1	2	11	33.538879	-112.075885	04013	MARICOPA COUNTY	0403	KG	08	1
2011	040023602666	04	0400236	02666	78845	88326	MISSION CHARTER SCHOOL  INC.	MISSION ACADEMY HIGH SCHOOL	6029442097	5350 W. INDIAN SCHOOL RD.	PHOENIX	AZ	85031		5350 WEST INDIAN SCHOOL RD	PHOENIX	AZ	85031		1	1	11	33.495027	-112.173951	04013	MARICOPA COUNTY	0404	09	12	1
2011	040023603228	04	0400236	03228	78845	90735	MISSION CHARTER SCHOOL  INC.	INSPIRE EDUCATION  A MISSION CHARTER SCHOOL	6029442097	19602 N 23RD AVE.	PHOENIX	AZ	85020		19602 NORTH 23RD AVE	PHOENIX	AZ	85020		1	1	11	33.664678	-112.108667	04013	MARICOPA COUNTY	0403	KG	08	1
2011	040023701925	04	0400237	01925	79205	78977	PARAMOUNT EDUCATION STUDIES INC	PARAMOUNT ACADEMY	6239770614	8987 W OLIVE AVE #117, PMB 93	PEORIA	AZ	85345		11039 WEST OLIVE AVE	PEORIA	AZ	85345		1	1	21	33.564898	-112.297084	04013	MARICOPA COUNTY	0402	KG	08	1
2011	040023801854	04	0400238	01854	5181	10847	METROPOLITAN ARTS INSTITUTE  INC.	METROPOLITAN ARTS INSTITUTE	6022589500	1700 N. 7TH AVE.	PHOENIX	AZ	85007		1700 NORTH 7TH AVE	PHOENIX	AZ	85007		1	1	11	33.466641	-112.082989	04013	MARICOPA COUNTY	0404	07	12	1
2011	040023901858	04	0400239	01858	6235	10851	P.L.C. CHARTER SCHOOLS	ARTS ACADEMY AT SOUTH MOUNTAIN	6234742120	4039 E. RAYMOND ST., SUITE 3,	PHOENIX	AZ	85040	1930	4039 EAST RAYMOND ST	PHOENIX	AZ	85040	1930	1	2	11	33.412373	-111.993648	04013	MARICOPA COUNTY	0404	KG	08	1
2011	040023902533	04	0400239	02533	6235	87413	P.L.C. CHARTER SCHOOLS	ARTS ACADEMY AT ESTRELLA MOUNTAIN	6234742120	2504 SOUTH 91ST AVE.	TOLLESON	AZ	85353		2504 SOUTH 91ST AVE	TOLLESON	AZ	85353		1	1	41	33.423956	-112.257333	04013	MARICOPA COUNTY	0407	KG	08	1
2011	040023902978	04	0400239	02978	6235	90157	P.L.C. CHARTER SCHOOLS	ARTS ACADEMY AT SCOTTSDALE	6024373927	4039 EAST RAYMOND STREET	PHOENIX	AZ	85040		7214 EAST JENAN RD	SCOTTSDALE	AZ	85260		1	2	12	33.593088	-111.925618	04013	MARICOPA COUNTY	0405	KG	04	1
2011	040024102029	04	0400241	02029	5180	10820	PARAGON MANAGEMENT  INC.	PARADISE EDUCATION CENTER	6239752646	15533 W. PARADISE LN.	SURPRISE	AZ	85374		15533 WEST PARADISE LN	SURPRISE	AZ	85374		1	1	21	33.632327	-112.395213	04013	MARICOPA COUNTY	0402	KG	12	1
2011	040024102957	04	0400241	02957	5180	89828	PARAGON MANAGEMENT  INC.	PARADISE HONORS HIGH SCHOOL	6234557400	12775 N. 175TH AVENUE	SURPRISE	AZ	85374		12775 NORTH 175TH AVE	SURPRISE	AZ	85374		1	1	41	33.598461	-112.436040	04013	MARICOPA COUNTY	0402	09	12	1
2011	040024302030	04	0400243	02030	79084	79092	SKYLINE SCHOOLS  INC.	SKYLINE TECHNICAL HIGH SCHOOL	4807638425	15220 SOUTH 50TH STREET	PHOENIX	AZ	85244		15220 SOUTH 50TH ST	PHOENIX	AZ	85244		1	1	11	33.308095	-111.976624	04013	MARICOPA COUNTY	0405	09	12	1
2011	040024302152	04	0400243	02152	79084	79612	SKYLINE SCHOOLS  INC.	SKYLINE WEST PREP SCHOOL	6238753175	17667 N. 91ST AVE.	PEORIA	AZ	85382		17667 NORTH 91ST AVE	PEORIA	AZ	85382		1	1	21	33.644070	-112.254600	04013	MARICOPA COUNTY	0402	09	12	1
2011	040024302415	04	0400243	02415	79084	85806	SKYLINE SCHOOLS  INC.	SKYLINE JUNIOR HIGH SCHOOL	6238753086	17667 N. 91ST AVENUE	PEORIA	AZ	85382		17667 NORTH 91ST AVE	PEORIA	AZ	85382		1	6	21	33.643941	-112.254029	04013	MARICOPA COUNTY	0402	N	N	1
2011	040024302647	04	0400243	02647	79084	88350	SKYLINE SCHOOLS  INC.	SKYLINE PREP AND ARTS ACADEMY	6233853580	17667 N. 91ST AVE.	PEORIA	AZ	85382		550 WEST WARNER DR	CHANDLER	AZ	85225		1	6	21	33.335670	-111.849963	04013	MARICOPA COUNTY	0406	N	N	1
2011	040024401855	04	0400244	01855	6446	10849	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART	SEQUOIA SECONDARY SCHOOL	4804613200	1460 S. HORNE	MESA	AZ	85204		1460 SOUTH HORNE	MESA	AZ	85204		1	1	11	33.387587	-111.814937	04013	MARICOPA COUNTY	0406	09	12	1
2011	040024402153	04	0400244	02153	6446	79697	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART	SEQUOIA CHARTER ELEMENTARY SCHOOL	4804613200	1460 S. HORNE	MESA	AZ	85204		1460 SOUTH HORNE	MESA	AZ	85204		1	1	11	33.387173	-111.814908	04013	MARICOPA COUNTY	0406	KG	06	1
2011	040024403002	04	0400244	03002	6446	90363	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART	SEQUOIA CHARTER SCHOOL - MARICOPA	4804613200	1460 SOUTH HORNE	MESA	AZ	85204		21476 NORTH JOHN WAYNE PARKWAY	MARICOPA	AZ	85239		1	1	42	33.074842	-112.043167	04021	PINAL COUNTY	0407	09	12	1
2011	040024403014	04	0400244	03014	6446	90316	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART	SEQUOIA CHARTER MIDDLE SCHOOL	4804613200	1460 S. HORNE	MESA	AZ	85204		1460 SOUTH HORNE	MESA	AZ	85204		1	1	11	33.388119	-111.814284	04013	MARICOPA COUNTY	0406	07	08	1
2011	040024403016	04	0400244	03016	6446	90364	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART	SEQUOIA CHARTER SCHOOL - MESA	4804613200	1460 SOUTH HORNE	MESA	AZ	85204		1350 SOUTH LONGMORE	MESA	AZ	85202		1	2	11	33.390306	-111.863770	04013	MARICOPA COUNTY	0405	09	12	1
2011	040024501857	04	0400245	01857	79216	78962	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - LEARNING CROS	SEQUOIA ACADEMICS AND ARTS ELEMENTARY CHARTER SCHO	4804469288	1460 S. HORNE	MESA	AZ	85204		1460 SOUTH HORNE	MESA	AZ	85204		1	1	11	33.388119	-111.814284	04013	MARICOPA COUNTY	0406	KG	08	1
2011	040024503032	04	0400245	03032	79216	90350	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - LEARNING CROS	SEQUOIA ACADEMICS AND ARTS CHARTER SCHOOL	4804613200	1460 SOUTH HORNE	MESA	AZ	85204		1460 SOUTH HORNE	MESA	AZ	85204		1	1	11	33.388119	-111.814284	04013	MARICOPA COUNTY	0406	09	12	1
2011	040024601856	04	0400246	01856	79211	10848	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA VILLA	SEQUOIA VILLAGE SCHOOL	9285371208	982 FULL HOUSE LANE	SHOW LOW	AZ	85901		982 FULL HOUSE LN	SHOW LOW	AZ	85901		1	1	41	34.284470	-110.121000	04017	NAVAJO COUNTY	0401	KG	08	1
2011	040024801923	04	0400248	01923	79218	78857	TELESIS CENTER FOR LEARNING  INC.	TELESIS PREPARATORY ACADEMY	9288558661	2598 STARLITE LANE	LAKE HAVASU CITY	AZ	86403	4946	2598 STARLITE LN	LAKE HAVASU CITY	AZ	86403	4946	1	1	33	34.491610	-114.317200	04015	MOHAVE COUNTY	0402	09	12	1
2011	040024803089	04	0400248	03089	79218	80980	TELESIS CENTER FOR LEARNING  INC.	TELESIS PREPARATORY	9288558661	2598 STARLITE LANE	LAKE HAVASU CITY	AZ	86403		2598 STARLITE LN	LAKE HAVASU CITY	AZ	86403		1	1	33	34.491029	-114.317267	04015	MOHAVE COUNTY	0402	KG	08	1
2011	040024901845	04	0400249	01845	5173	10808	E.A.G.L.E. ACADEMY  INC.	E.A.G.L.E. ACADEMY	9285653400	423 S. COLORADO RD.	GOLDEN VALLEY	AZ	86413		3355 NORTH MAGNA	GOLDEN VALLEY	AZ	86413		1	6	42	35.224070	-114.221630	04015	MOHAVE COUNTY	0402	N	N	1
2011	040025201852	04	0400252	01852	5178	10816	LITTLE SINGER COMMUNITY SCHOOL BOARD INC.	LITTLE SINGER COMMUNITY JUNIOR HIGH SCHOOL	9285262950	P.O.  BOX AQ	WINSLOW	AZ	86047		6.5 MI SOUTH OF BIRDSPRINGS CH	WINSLOW	AZ	86047		1	1	43	35.258500	-110.338000	04017	NAVAJO COUNTY	0401	07	08	1
2011	040025301867	04	0400253	01867	78884	78885	CESAR CHAVEZ LEARNING COMMUNITY  INC.	CESAR CHAVEZ MIDDLE SCHOOL	5205731500	802 W. SILVERLAKE RD.	TUCSON	AZ	85713		802 WEST SILVERLAKE RD	TUCSON	AZ	85713		1	2	11	32.199618	-110.982362	04019	PIMA COUNTY	0407	06	12	1
2011	040025302208	04	0400253	02208	78884	79587	CESAR CHAVEZ LEARNING COMMUNITY  INC.	AZTLAN ACADEMY	5205731500	802 W. SILVERLAKE RD.	TUCSON	AZ	85713		802 WEST SILVERLAKE RD	TUCSON	AZ	85713		1	2	11	32.199618	-110.982362	04019	PIMA COUNTY	0407	06	12	1
2011	040025402074	04	0400254	02074	79000	79028	SOUTHERN ARIZONA COMMUNITY ACADEMY  INC.	SOUTHERN ARIZONA COMMUNITY HIGH SCHOOL	5203196113	2470 NORTH TUCSON BOULEVARD	TUCSON	AZ	85716		2470 NORTH TUCSON BLVD	TUCSON	AZ	85716		1	1	11	32.251660	-110.935100	04019	PIMA COUNTY	0408	09	12	1
2011	040025502075	04	0400255	02075	79073	79103	TUCSON COUNTRY DAY SCHOOL  INC.	TUCSON COUNTRY DAY SCHOOL	5202960883	9239 E. WRIGHTSTOWN ROAD	TUCSON	AZ	85715		9239 EAST WRIGHTSTOWN RD	TUCSON	AZ	85715		1	1	11	32.242406	-110.796619	04019	PIMA COUNTY	0408	KG	08	1
2011	040025602076	04	0400256	02076	79058	79118	MULTIDIMENSIONAL LITERACY CORP.	DESERT MOSAIC SCHOOL	5205782022	5757 W. AJO HIGHWAY	TUCSON	AZ	85735		5757 WEST AJO HWY	TUCSON	AZ	85735		1	1	21	32.166041	-111.086842	04019	PIMA COUNTY	0407	KG	12	1
2011	040025702078	04	0400257	02078	79056	79120	CHILDREN'S SUCCESS ACADEMY  INC.	CHILDREN'S SUCCESS ACADEMY	5207998403	P.O. BOX 11368	TUCSON	AZ	85734	1368	925 EAST BILBY RD	TUCSON	AZ	85706	1368	1	1	11	32.141648	-110.957407	04019	PIMA COUNTY	0407	KG	05	1
2011	040025802079	04	0400258	02079	78858	78859	CARDEN OF TUCSON  INC.	CARDEN OF TUCSON	5202936661	5260 N. ROYAL PALM DRIVE	TUCSON	AZ	85705	1148	5260 NORTH ROYAL PALM DR	TUCSON	AZ	85705	1148	1	1	21	32.303970	-111.024200	04019	PIMA COUNTY	0408	KG	08	1
2011	040025902080	04	0400259	02080	79085	79091	SOUTHGATE ACADEMY  INC.	SOUTHGATE ACADEMY	5207417900	850 W. VALENCIA RD.	TUCSON	AZ	85706		850 WEST VALENCIA RD	TUCSON	AZ	85706		1	1	11	32.135279	-110.982736	04019	PIMA COUNTY	0407	KG	12	1
2011	040026001853	04	0400260	01853	5179	10818	TAG ELEMENTARY  INC.	TAG ELEMENTARY	5202960006	10129 EAST SPEEDWAY BOULEVARD	TUCSON	AZ	85748		10129 EAST SPEEDWAY BLVD	TUCSON	AZ	85748		1	1	11	32.235868	-110.776324	04019	PIMA COUNTY	0408	KG	08	1
2011	040026101916	04	0400261	01916	78833	78836	EASTPOINTE HIGH SCHOOL  INC.	EASTPOINTE HIGH SCHOOL	5207318180	8495 E. BROADWAY	TUCSON	AZ	85710		8495 EAST BROADWAY	TUCSON	AZ	85710		1	1	11	32.220590	-110.811000	04019	PIMA COUNTY	0408	09	12	1
2011	040026302083	04	0400263	02083	79069	79107	PATAGONIA MONTESSORI ELEMENTARY SCHOOL	PATAGONIA MONTESSORI SCHOOL	5203949530	P.O. BOX 1008	PATAGONIA	AZ	85624	1008	500 NORTH THIRD AVE	PATAGONIA	AZ	85624	1008	1	1	43	31.545105	-110.755446	04023	SANTA CRUZ COUNTY	0408	KG	08	1
2011	040026402084	04	0400264	02084	79066	79110	SANTA CRUZ VALLEY OPPORTUNITIES IN EDUCATION  INC.	MONTESSORI DE SANTA CRUZ - ST. ANN'S HALL	5203980536	P.O. BOX 4706	TUBAC	AZ	85646		2231 EAST FRONTAGE RD	TUBAC	AZ	85646		1	1	42	31.611910	-111.051800	04023	SANTA CRUZ COUNTY	0408	KG	08	1
2011	040026602089	04	0400266	02089	79068	79108	PACE PREPARATORY ACADEMY  INC.	PACE PREPARATORY ACADEMY	9287750719	75 ENCHANTED WAY	SEDONA	AZ	86336		155 SOUTH MONTEZUMA CASTLE HIG	CAMP VERDE	AZ	86322		1	1	43	34.562840	-111.854100	04025	YAVAPAI COUNTY	0401	09	12	1
2011	040026602368	04	0400266	02368	79068	80437	PACE PREPARATORY ACADEMY  INC.	PACE PREPARATORY ACADEMY	9287750719	75 ENCHANTED WAY	SEDONA	AZ	86336		6650 EAST 2ND ST	PRESCOTT VALLEY	AZ	86314		1	1	41	34.580551	-112.348317	04025	YAVAPAI COUNTY	0401	09	12	1
2011	040026702091	04	0400267	02091	79065	79111	KESTREL SCHOOLS  INC.	KESTREL HIGH SCHOOL	9285411090	P.O. BOX 11028	PRESCOTT	AZ	86304		325 NORTH WASHINGTON AVE	PRESCOTT	AZ	86301		1	1	13	34.546451	-112.460051	04025	YAVAPAI COUNTY	0401	09	12	1
2011	040026802092	04	0400268	02092	79064	79112	JUNIPER TREE ACADEMY	DESERT VIEW ACADEMY	9283173113	P.O. BOX 6502	YUMA	AZ	85366		2363 SOUTH KENNEDY LN	YUMA	AZ	85365		1	1	13	32.685057	-114.608551	04027	YUMA COUNTY	0407	KG	06	1
2011	040027302013	04	0400273	02013	78997	79022	GAR  LLC DBA STUDENT CHOICE HIGH SCHOOL	STUDENT CHOICE HIGH SCHOOL	4809479511	1833 N. SCOTTSDALE ROAD	TEMPE	AZ	85281		1833 NORTH SCOTTSDALE RD	TEMPE	AZ	85281		1	1	12	33.456133	-111.926049	04013	MARICOPA COUNTY	0405	09	12	1
2011	040027303184	04	0400273	03184	78997	90737	GAR  LLC DBA STUDENT CHOICE HIGH SCHOOL	STUDENT CHOICE HIGH SCHOOL	4809479511	8194 W. DEER VALLEY RD	PEORIA	AZ	85382		8194 WEST DEER VALLEY RD	PEORIA	AZ	85382		1	1	21	33.681636	-112.235442	04013	MARICOPA COUNTY	0402	09	12	1
2011	040027303194	04	0400273	03194	78997	90738	GAR  LLC DBA STUDENT CHOICE HIGH SCHOOL	STUDENT CHOICE HIGH SCHOOL TATUM CAMPUS	6023344104	4645 E. MARILYN RD	PHOENIX	AZ	85032		4645 EAST MARILYN RD	PHOENIX	AZ	85032		1	1	11	33.620653	-111.981102	04013	MARICOPA COUNTY	0403	09	12	1
2011	040027402020	04	0400274	02020	79053	79123	AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX	RCB MEDICAL ARTS ACADEMY	6029736018	6049 N. 43RD AVE	PHOENIX	AZ	85019	1600	6049 NORTH 43RD AVE	PHOENIX	AZ	85019	1600	1	1	11	33.525340	-112.150973	04013	MARICOPA COUNTY	0404	07	12	1
